review,name,location,stars
"""Oh GOD what is that smell?""
""KFC.""

I've had this conversation a few times, and I was wondering, how can this place be so stinky? My boyfriend claims that there is a runoff of ""kitchen fluids"" (ie chicken guts, grease, sweat, taco bell hot sauce) that are washed away from the restaurant and down out the side and into the street, which happens to be right next to our apartment. Yuck! Eat here if you must, but walking through the Mist of Stink is the first battle you must fight. The rest come later.

Peace out, Taco Bell/KFC.
",Amanda C.,"
Vancouver, Canada",1
"
They're usually friendly here, but the food is so-so.  Maybe it's because I get here pretty late at night, but they're usually out of Extra Crispy chicken. Last night, my mac & cheese was pretty burnt (scraped from the bottom of the pan) and it was this bright fluorescent orange color!  Another time I was here, they were out of chicken (?!?) and had to wait 15 minutes for them to cook a new batch.

Plus 1 star for actually have a smile on their face.  That's definitely a rarity for fast food workers.
",Ring K.,"
San Francisco, CA",3
"
My local KFC.. they have remodeled so it's clean and theres a bit of room if you want to dine in. They have the deals and coupons etc... the staff is usually friendly, but the service can be slow at times
","Tiff C.
","
San Francisco, CA",3
"
Really Nice Folks working there. The lady at the register is really friendly and the staff tries their best to help you.

Why are people giving them 3 stars for Good rating. I was going to give them 4 stars but since people are giving this store middle or low scores just for being a KFC or Fast Food. What do you expect! It's a freaking Fast Food Chain. BTW, this store has a Tuesday deal vs some stores that don't in SF.
","Toeknee T.
","
San Francisco, CA",5
"
This. Place. Needs. To. Go!
I do from time to time enjoy me some fast food, however this place does not fit in with the rest of the neighborhood. I get that it serves Lincoln high school and all, but there are much better LOCAL options within a block of this place. All KFC does for the block is generate trash, because per ""corporate"" policy, they are not allowed to put trash cans outside their business (I have a sneaking suspicion it has more to do with laziness). I think this location could be better used as a locally owned anything.

And that is my mini KFC rant.
","Charlie P.
","San Francisco, CA
",2
"First to Review
I go to this KFC only to buy food for someone in Ocean Beach area.
This store is small. It has small parking lot on the side of the building which will fit like 4 cars. The entrance is on Taraval St. westbound with the exit to the cross street of Taraval St.
The place does not have actual dining tables, only some kind of bar table against the wall.
One time I bought steak taquito, the cash register person did not know what taquito is (she's Latina!) but did not bother to confirm my order and got me beef taco.
Then when I complained that that beef taco was not what I ordered, she looked at me funny and another employee who apparently knew what taquito was, demanding me to pay another $2 because the steak taquito was supposed to be more expensive than the steak taco.
She took the $2 but did not ring it to the cash register.
What a loser! They did not even apologize.
Yesterday they did not have original wings and if I still wanted them I had to wait for 20 minutes. They did not have baked beans also.
Well, I used to work for a KFC (find my review for other KFC). When the employees make mistake, first, they are supposed to be apologetic then fix the problem without charging more.
",Oribel ,"
Daly City, CA
",1
"
UPDATE: the tuesday special is now 2 pieces for $1.49 (used to be 99 cents). They also have a monday and wednesday special of 2 pieces of chicken, corn, mash potatoes, and a biscuit for $2.99. Still a good change of pace in terms of fast food.
","Robert Y.
","Sacramento, CA",3
"
2 for $1 leg and thigh on tuesdays. Thats all I have to say. It might only be a SF promotion so I would take advantage of it. (they also have geary and irving locations) I would rather go here than popeyes (which also has the 2 for 1 deal at least in Stockton)
","Robert Y.
","Sacramento, CA",3
"
No the best place to eat but it's decent. Just avoid the school crowd during 12 noon. can't go wrong with $0.99 chicken deal!

just check your order. you order the original they give you crispy. the fat black lady got an attitude. I just want to bitch slap her sometimes.
",Robin T236532i9 W.,"
Daly City, CA",3
"
This is the only KFC I have been to where they wouldn't let get all legs on their Tuesday specials, nuff said.
","Jacky Z.
","San Francisco, CA
",2
"I LOVE KFC! The delicious goodness of oil drenched chicken body parts. YUM. And the aroma it leaves in your car leaves you drooling for days!
",Katherine C.,"
San Francisco, CA",4
"
When I moved to this neighborhood I was delighted to find out that there was a KFC only a short distance away. I was moving from the Tendernob and I absolutely hated venturing into the Tenderloin to get to the KFC within it.

This KFC is right in front of a stop of the L train (22nd & Taraval), so if I'm coming home from downtown it's damn hard to resist getting off at that stop for some KFC. Unfortunately the food here is pretty meh. I'd say it's standard KFC food, but I swear it's as if they specifically order the tiniest chicken strips they can. The side dishes are laughable as well and really aren't worth getting. It's not because they're bad, but because they're served in some of the tiniest plastic containers I've ever seen. I see there's already a picture of one listed here. I'm far from an environmentalist but all that plastic for what must be less than 6 teaspoons of mashed potatoes is ridiculous. I've been to KFCs out of state in the past and I know some KFCs serve MUCH bigger portions.
But, if you're in the mood for KFC, this will satisfy you I suppose. My only other complaint is that there are always a number of flys inside to make sure you're always paranoid and watching your food carefully so they don't land. I guess there isn't much they can do about the flys but it's probably best to order your food to go if you care about them.
","Brian R.
","San Francisco, CA
",3
